ï»¿Quality	#1 ID	#2 ID	#1 String	#2 String
1	2009347	2009392	The Legislature returns today for a special session and they 're expected to pass a compromise bill aimed at lowering doctors ' medical malpractice insurance rates .	Florida legislators return today for a special session in which they 're expected to pass a compromise bill aimed at lowering doctors ' medical malpractice insurance rates .
1	2385348	2385394	A recent poll showed Edwards with a narrow lead in South Carolina , and he plans a rally there later on Tuesday .	A recent poll showed Edwards in a virtual four-way tie at the top in South Carolina , and he plans a rally there later on Tuesday .
1	95816	95866	Mr Berlusconi is accused of bribing judges to influence the sale of the state-controlled SME food company in 1985 .	Mr Berlusconi is accused of bribing judges to influence a takeover battle in the 1980s involving SME , a state-owned food company .
1	3199352	3199388	The stock closed Friday at $ 5.91 , down $ 1.24 , or 17 percent , on the Nasdaq Stock Market .	Shares of Brocade closed at $ 5.91 , down $ 1.24 , or 17.3 percent .
0	2620041	2620061	Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church 's upcoming 104th anniversary celebration , worshippers said .	Congregants of Turner Monumental AME Church said Shelia Chaney Wilson , 43 , was agitated when she came to the church , in the Kirkwood neighborhood on the city 's east side .
1	2063581	2063592	<QUOTE> SCO has not shown us any evidence that we 've violated our agreements in any way , <QUOTE> IBM spokesperson Trink Guarino told internetnews.com.	<QUOTE> SCO has not shown us any evidence that we violated our agreements , <QUOTE> spokeswoman Trink Guarino said .
1	3321146	3321233	In March , Rowland 's former deputy chief of staff pleaded guilty to accepting gold and cash in return for steering state contracts .	Lawrence E. Alibozek , his former deputy chief of staff , pleaded guilty to accepting cash and gold coins in exchange for influencing state contracts .
1	226237	225636	<QUOTE> It ' ' s absurd , <QUOTE> Funny Cide 's trainer Barclay Tagg said .	Meanwhile , Funny Cide 's trainer , Barclay Tagg , called the allegations <QUOTE> ridiculous . <QUOTE>
0	1091577	1091178	Further out the curve , the benchmark 10-year note US10YT = RR shed 25 / 32 in price , taking its yield to 3.26 percent from 3.17 percent .	Early Wednesday , the benchmark 10-year US10YT = RR had lost 16 / 32 in price , driving its yield up to 3.33 percent from 3.26 percent late Tuesday .
1	2157605	2157574	<QUOTE> United is continuing to deliver major cost reductions and is now coupling that effort with significant unit revenue improvement , <QUOTE> chief financial officer Jake Brace said in a statement .	<QUOTE> United is continuing to deliver major cost reductions and is now coupling that effort with significant unit revenue improvement , <QUOTE> he said .
1	1856603	1856552	Minister Saud al-Faisal 's visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name .	Minister Saud al-Faisal 's visit was disclosed by two administration officials , who spoke on condition of anonymity .
1	219613	219578	SAN Architect and AutoAdvice can be used by themselves or as extensions to the ControlCenter family of storage management applications .	SAN Architect and AutoAdvice can be used as stand-alone applications or as an extension to EMC 's ControlCenter applications .
1	2348550	2348631	Teams of inspectors walked into a restricted area at one park without being stopped ; others took pictures of sensitive areas without being challenged .	Teams of inspectors walked into a restricted area at one park without being stopped by employees ; others took pictures of security-sensitive areas without anyone challenging them .
1	1230680	1230521	When Biggs 's body was found , authorities had no leads until four months later , when a tipster said Mallard talked about the incident at a party .	Authorities had no leads in Biggs ' death until four months later , when a tipster said Mallard talked about the incident at a party .
0	2729329	2729355	He is accused of obstructing justice , witness tampering and destroying evidence .	Quattrone , 47 , is charged with obstruction of justice and witness tampering .
1	1967668	1967589	Mr. Stevens has also told his officers that information from British intelligence indicates there are more al Qaeda agents in Britain than previously thought .	Sir John has also told his officers that information from British intelligence indicates there are more al-Qa 'eda agents in Britain than previously thought .
0	3078447	3078741	The victims included seven Lebanese , four Egyptians , one Saudi and one Sudanese , the ministry official said .	State television said the dead included seven Lebanese , four Egyptians , one Saudi , one Sudanese and four whose nationalities were not named .
1	732043	732076	He said some issues _ such as division break-up _ really can only be resolved if and when the conference is expanded .	He said some issues - including division alignments - will be resolved if the conference expands .
1	1094963	1094672	But in the first 30 seconds after Young entered the ring , the family knew it was an uneven match , Meyers said .	But in the first 30 seconds of the bout , family members knew it was an uneven match , Jodie Meyers , Stacy Young 's sister , said .
1	3179481	3179500	<QUOTE> This blackout was largely preventable , <QUOTE> said Spencer Abraham , US energy secretary .	<QUOTE> This blackout was largely preventable , <QUOTE> Energy Secretary Spencer Abraham said at a press conference this afternoon .
1	2317018	2317252	November 17 's last victim was British defence attache Stephen Saunders , who was shot on an Athens road in June 2000 .	November 17 's last victim was British defense attache Stephen Saunders , who was shot and killed at point-blank range on a busy Athens road in June 2000 .
1	1724644	1724330	Nearly all of Ford 's second-quarter profit came from Ford Credit , which earned a net $ 401 million , up 21.5 percent .	Nearly all of Ford 's second-quarter profit came from its Ford Credit finance arm , which earned $ 401 million , up 21.5 percent from a year earlier .
1	1702613	1702219	The suit is to be filed against Secretary of State Kevin Shelley and election officials in Los Angeles , Orange and San Diego counties .	The lawsuit names Shelley , a Democrat , and registrars in Los Angeles , Orange and San Diego counties .
0	806865	806436	Marissa Jaret Winokur , as Tracy , won for best actress in a musical .	Newcomer Marissa Jaret Winokur in <QUOTE> Hairspray <QUOTE> bested Broadway veteran Bernadette Peters in <QUOTE> Gypsy <QUOTE> for best actress in a musical .
1	3113886	3113811	But while Microsoft 's share of the low-end server software market has increased since the EU 's investigation started five years ago , the firm has denied anti-competitive practices are to blame .	Microsoft 's share of the low-end server software market has increased since the probe started five years ago , but the firm denied anti-competitive practices were the reason for this .
1	1136875	1136834	No country seems likely to oppose proposals for a long-term European Council president , replacing the current rotating presidency , as well as an EU foreign minister .	No country now opposes plans for a long-term European Council president , replacing the current rotating presidency , as well as an EU foreign minister .
1	2197806	2197840	Early voting will run weekdays from 8 a.m. to 5 p.m. through Sept . 9 .	Early voting polls will be open from 7 a.m. to 7 p.m. Sept . 8 and Sept . 9 .
1	2760326	2760346	Third-quarter revenue declined to $ 36.9 billion from $ 39.3 billion , primarily reflecting lower vehicle sales .	Revenue fell to $ 36.9bn from $ 39.3bn a year ago , mainly due to lower vehicle sales .
1	380372	380360	Gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate PCs .	What 's more , companies are not feeling confident enough to replace older PCs , the analyst firm said .
0	802081	802256	Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat .	Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat , and he immediately appealed the decision .
0	3434765	3435024	For proof , look no further than this week 's Consumer Electronics Show ( CES ) in Las Vegas .	The company is expected to unveil the console on Thursday at the Consumer Electronics Show ( CES ) in Las Vegas .
1	2766043	2766012	Shirley Hazzard and Edward P. Jones , both of whom needed more than a decade to complete their current novels , are among this year 's nominees .	Shirley Hazzard and Edward P. Jones , both of whom needed more than a decade to complete their current novels , were also among the fiction finalists announced Wednesday .
0	334677	334628	U.S. troops encountered no resistance during the five-hour sweep near Tikrit , Saddam Hussein 's hometown and the center of a region of Baath Party supporters .	Tikrit is Saddam Hussein 's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials .
1	1730685	1730772	His 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , Va . , parking lot .	His sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va .
0	1705190	1705093	It also named Robert Willumstad chief operating officer , also to take effect by Jan. 1 , 2004 .	Robert B. Willumstad , 57 , Citigroup 's president , was named chief operating officer .
0	1831696	1831660	The agency charged that one WD Energy worker discussed false reporting with traders at two other energy companies .	The agency found further that a WD Energy employee discussed false reporting with traders at two other energy companies , which the CFTC didn 't identify .
0	259989	260054	<QUOTE> These despicable acts were committed by killers whose only faith is hate , <QUOTE> Bush said , adding that the United States will find the killers .	These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice .
1	306378	306402	A second bomb , evidently carried by the other woman , did not explode ; the authorities detonated the explosives later .	A second bomb , evidently carried by the other woman , did not explode ; the authorities found explosives and detonated them afterward .
1	296493	296504	AN artist has infuriated New Yorkers by painting a sign reading <QUOTE> CAUTION Low Flying Planes <QUOTE> on a building near Ground Zero .	An artist painted a sign reading ``CAUTION Low Flying Planes ' ' on a building near ground zero , angering neighbors and stirring complaints .
1	1554312	1554346	<QUOTE> During the investigation , Bryant was cooperative with investigators and remains cooperative with authorities , <QUOTE> the sheriff 's office said .	Bryant was <QUOTE> interviewed and was cooperative , <QUOTE> said Kim Andree , a spokeswoman for the sheriff 's office .
0	787052	786685	Seniors would then have to pay 50 percent of their drug costs up to $ 3,450 .	Above that , Medicare would pay 90 percent of all drug costs .
0	2222062	2222145	The National Association of Purchasing Management-Chicago 's factory index increased to 58.9 from 55.9 in July .	The National Association of Purchasing Management-Chicago 's monthly index rose to 58.9 from 55.9 in July , the highest in 15 months .
1	2338981	2338970	Adrian Lamo , 22 , had told reporters he planned to surrender to the FBI in Sacramento Friday , but he then had second thoughts .	Lamo had told reporters he would surrender to the FBI on the federal courthouse steps in Sacramento on Friday , but he didn 't show up .
1	1528383	1528083	Zulifquar Ali , a worshipper slightly wounded by shrapnel , said the assailants first targeted the mosque 's security guards .	Witness Zulfiqar Ali , who was slightly wounded by shrapnel , said the attackers had focused on the mosque 's guards .
1	917965	918315	For the second year in a row , rises in hospital costs accounted for much of the inflation , accounting for 51 percent of the overall cost increase .	For the second year in a row , rises in hospital costs dominated the increase , accounting for 51 percent of the overall cost spiral .
1	2584239	2584390	<QUOTE> While many good people work in the telemarketing industry , <QUOTE> Bush said in prepared remarks , <QUOTE> the public is understandably losing patience with these unwanted phone calls , unwanted intrusions .	While he said <QUOTE> many good people work in the telemarketing industry , the public is understandably losing patience with these unwanted phone calls , unwanted intrusions .
0	3218713	3218830	Q : Can I buy coverage for prescription drugs right away ?	Congress has added a new benefit - an option to buy insurance coverage for prescription drugs .
1	1254066	1254350	General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla .	Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .
1	1024275	1024003	The technology-laced Nasdaq Composite Index .IXIC climbed 40.09 points , or 2.46 percent , to 1,666.58 , based on the latest data , and marking its highest close since May 23 , 2002 .	The technology-laced Nasdaq Composite Index < .IXIC > was up 40.09 points , or 2.46 percent , at 1,666.58 , marking its highest close since May 23 , 2002 .
1	2729306	2729355	Quattrone 's action , prosecutors argue , amounted to criminal obstruction of justice .	Quattrone , 47 , is charged with obstruction of justice and witness tampering .
1	3328917	3328912	SEA 05D is the Naval Sea Systems Command â s technical authority for surface ship design and engineering .	The Future Concepts and Surface Ship Design Group is the Naval Sea Systems Command â s technical authority for all surface ship design and engineering .
0	2630577	2630578	Results from No. 2 U.S. soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .	Wall Street was also waiting for aluminum maker Alcoa Inc . ( nyse : PEP - news - people ) to report earnings after the close .
1	1469314	1469250	About $ 250,000 worth of her jewelry was discovered last week at Kennedy International Airport , where it had up and disappeared before a flight to the BET Awards .	An estimated $ 250,000 worth of jewelry belonging to the hip-hop performer was recovered Friday at Kennedy Airport , where it had disappeared June 20 .
1	221079	221003	The airline also said it has the option to buy 380 more airplanes , orders that would be split evenly between the two manufacturers .	The airline has the option to buy 380 more , split evenly between the two manufacturers .
1	2780653	2780636	The diocese reached a settlement in 2001 involving five priests and 26 plaintiffs for an undisclosed sum .	In 2001 , the diocese reached a $ 15 million settlement involving five priests and 26 plaintiffs .
1	1478919	1478601	The U.S. government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites Sunday in a loosely co-ordinated <QUOTE> contest <QUOTE> that could disrupt Internet traffic .	THE US government and private technology experts have warned that hackers plan to attack thousands of websites on Sunday in a loosely co-ordinated <QUOTE> contest <QUOTE> that could disrupt Internet traffic .
1	1865543	1865594	But Mr Kenny said his advice to Mr Hicks - if they are ever allowed to meet or speak - may well be that he accept a deal .	But Mr Kenny said his advice to David Hicks , should they be allowed to meet , might be that he accept a deal .
1	1865547	1865598	Mr Kenny and the Hicks family 's American lawyer , Michael Ratner , are trying to get access to Mr Hicks before he faces a planned military tribunal .	Mr Kenny and the family 's American lawyer , Michael Ratner , want access to Hicks before he faces a military tribunal .
1	603351	603372	The two forms account for about 30 percent of the approximately 7 million immigration benefits applications received annually , immigration officials said .	The two forms constitute 30 percent of the 7 million applications filed to the bureau each year .
0	2227183	2227229	The unions also staged a five-day strike in March that forced all but one of Yale 's dining halls to close .	The unions also staged a five-day strike in March ; strikes have preceded eight of the last 10 contracts .
0	3391270	3391280	FBI spokesman Steve Lazarus did not immediately return a phone call for comment on Friday .	Adaptable and Carter 's Trading Co. did not immediately return calls seeking comment on Wednesday .
1	2056776	2056768	Wyles previous feature credits include White Oleander , Enough and Donnie Darko .	Wyle 's feature credits also include <QUOTE> White Oleander , <QUOTE> <QUOTE> Enough <QUOTE> and <QUOTE> Donnie Darko . <QUOTE>
1	61559	61668	Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account .	The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account .
1	2516703	2516763	White House officials say Iran has one last chance to comply with IAEA inspection demands .	A White House spokesman added that Iran had <QUOTE> one last chance <QUOTE> to comply with its disarmament obligations .
1	1802891	1803095	After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as his spiritual adviser spoke to him .	After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as the prison chaplain spoke in his ear .
1	121430	121263	Parrado remained on a Coast Guard cutter Wednesday as immigration officials attempt to determine his status , the Coast Guard said .	Parrado remained on a Coast Guard cutter Wednesday as officials determined his status and immediate future , the Coast Guard said .
1	3223214	3223150	A month ago , the Commerce Department said GDP grew at a 7.2 percent rate .	A month ago , the Commerce Department estimated that GDP had a grown at a 7.2 percent rate in the third quarter .
1	358224	358241	Roxio , which is based in Santa Clara , Calif . , would get access to the music libraries of the major labels and the Pressplay distribution system .	Roxio , would get access to more than 300,000 tracks from the music libraries of the major labels , and the Pressplay distribution system .
0	21722	21695	Boeing shares fell nearly 4 percent to $ 27.54 in afternoon New York Stock Exchange trade , while Lockheed slipped 1.6 percent to $ 49.42 .	Boeing shares fell 95 cents , or 3.3 percent , to $ 27.67 at 3 : 30 p.m. in New York Stock Exchange composite trading .
0	938879	938895	The technology-laced Nasdaq Composite Index < .IXIC > was up 7.42 points , or 0.45 percent , at 1,653.44 .	The broader Standard & Poor 's 500 Index .SPX was 0.46 points lower , or 0.05 percent , at 997.02 .
0	305494	305455	Jakarta has boosted the number of troops and police in the resource-rich province in recent weeks from 38,000 to more than 45,000 .	While the shape of any military operation is unclear , Jakarta has boosted the number of troops and police in the resource-rich province to more than 45,000 from 38,000 .
1	2605599	2605635	Five alternate jurors were also chosen , with a final one set to be selected Friday morning from the panel .	Five alternate jurors also were selected , with a sixth alternate to be picked on Friday .
1	2509742	2509721	In interviews with engineers , most of whom have not spoken publicly until now , the lines of discord between NASA 's engineers and managers are evident .	In interviews with numerous engineers , most of whom have not spoken publicly until now , the lines of discord between NASA 's engineers and managers stand out in stark relief .
1	1601705	1601584	A suburban Chicago man was arrested Wednesday on charges of secretly gathering information on Iraqi opposition figures as an unregistered agent of Saddam Hussein 's intelligence service .	The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein 's Iraqi government .
1	1245559	1245881	Another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , Sandra Tapias .	A Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon .
0	3053015	3053033	The contractors convicted last month , Brian Rose , 36 , and Joseph Quattrone , 35 , are to be sentenced in January .	Contractors Brian Rose , 36 , and Joseph Quattrone , 35 , who were convicted of submitting hundreds of phony invoices to Blue Cross , are to be sentenced in January .
1	2409131	2408921	<QUOTE> The board did so and accepted that resignation , <QUOTE> said McCall , who chaired the meeting .	<QUOTE> The board did so , and accepted that resignation , <QUOTE> said the chairman of the exchange 's compensation committee , H. Carl McCall .
1	3153787	3153820	<QUOTE> He died doing something he loved , <QUOTE> William Dusenbery , Sr. , who lives in Fairview Heights , just outside St. Louis , Mo .	<QUOTE> He died doing something he loved , which was flying his helicopters , <QUOTE> said the father , who lives in Fairview Heights , just outside St. Louis , Mo .
1	3171851	3171879	The answer is clearly yes , <QUOTE> said Dr. Larry Norton , deputy physician-in- chief for breast cancer programs at Memorial Sloan-Kettering Cancer Center .	The answer is clearly yes , <QUOTE> said Dr. Larry Norton , deputy physician-in-chief for breast-cancer programs at Memorial Sloan-Kettering Cancer Center in New York City .
1	532719	532702	Quattrone , 47 , was highly influential at Credit Suisse First Boston during the tech bubble .	Quattrone , 47 , was highly influential working in the Palo Alto office of Credit Suisse First Boston during the tech bubble .
1	2546175	2546198	Dr Mark McClean , Jonathan 's family doctor , said if the drug had been administered earlier Jonathan would have retained more of his brain functions .	Dr Mark McClean , the family 's GP , said had the drug been administered to Jonathan earlier , he would have retained more of his brain function .
1	1015165	1015247	This change in attitude gave upscale purveyors including Neiman Marcus , the parent of Bergdorf Goodman ; and Nordstrom strong sales gains in May .	This change in attitude gave upscale purveyors including Neiman Marcus Group Inc. and Nordstrom Inc . , along with some boutique retailers , strong sales gains in May .
1	2457679	2457752	President Vlad imir Putin threw his weight behind Russia â s main pro-Kremlin political party for the first time last week , ahead of parliamentary elections .	President Vladimir Putin threw his weight for the first time on Saturday behind Russia 's main pro-Kremlin political party ahead of parliamentary elections .
1	1369742	1369888	Officials in Malawi said the five suspects had been on the CIA 's <QUOTE> watch list <QUOTE> since the twin 1998 truck bombings of U.S. embassies in Kenya and Tanzania .	Officials in Malawi said the men were on the CIA 's ' ' watch list ' ' since the twin 1998 bombings at the US embassies in Kenya and Tanzania .
1	476713	476614	Passengers would be given a refund and voucher for another trip , she said .	Passengers on that cruise are to be given a refund and voucher for another trip .
0	2158	1971	A monthlong grace period in New York City ended May 1 , and now bars and restaurants that allow people to puff can face hefty fines .	In New York City , bars and restaurants that allow people to smoke can face hefty fines .
0	1708655	1708561	First , it 's found in most versions of Windows , including the new Windows Server 2003 .	It is the first <QUOTE> critical <QUOTE> flaw discovered and fixed in the new Windows Server 2003 .
1	1544408	1544376	No Americans were reported among the casualties , according to Capt. Michael Calvert , a spokesman for the regiment .	None of the casualties was Americans , said Capt. Michael Calvert , regiment spokesman .
1	2147547	2147515	Suspected rebels also blew up an oil pipeline in north-east Colombia .	Also Sunday , suspected rebels dynamited an oil pipeline in northeast Colombia .
1	2528	2912	The capsule landed on its side and drifted about 12 metres , probably dragged by the main parachute .	The capsule ended up on its side and appeared to have been dragged about 40ft by the main parachute after landing .
0	799346	799268	The chain operates more than 3,400 stores , and has annual revenue of about $ 15.8 billion .	The chain , which has been under new management since late 1999 , has more than 3,400 stores and $ 15.8 billion in annual revenue .
1	2003451	2003409	Frank Partnoy , a securities law professor at the University of San Diego , said the case suggested that Merrill 's oversight and control of its executives were inadequate .	Frank Partnoy , a securities-law professor at the University of San Diego School of Law , said the case suggests Merrill Lynch 's oversight and control of its executives was inadequate .
0	2673104	2673130	All patients developed some or all of the symptoms of E. coli food poisoning : bloody diarrhea , vomiting , abdominal cramping and nausea .	Symptoms of the E. coli infection include bloody diarrhea , nausea , vomiting and abdominal cramping .
0	2653949	2653997	The parents want her kept alive ; her husband says she never wanted to be kept alive artificially .	Michael Schiavo has argued that his wife never wanted to be kept alive artificially .
1	1354501	1354476	Federal regulators have turned from sour to sweet on a proposed $ 2.8 billion merger of ice cream giants Nestle Holdings Inc. and Dreyer 's Grand Ice Cream Inc .	Federal regulators have changed their minds on a proposed $ 2.8 billion merger of ice cream giants Nestle Holdings and Dreyer 's Grand Ice Cream .
1	2361754	2361818	While robbery appeared to be the motive , the suspects drove off before taking anything .	While robbery appeared to be the motive , the suspects fled before they could take anything , he said .
0	2506940	2506972	However , Hayes , the CDC official , said there are many complicated interactions in play .	But Hayes , of the CDC said , <QUOTE> Many complicated interactions come into play that are often difficult to predict . <QUOTE>
0	2190085	2190104	Microsoft , which acquired Virtual PC from Connectix in February , said a fix for the problem is not around the corner .	Virtual PC , which Microsoft acquired from Connectix Corp. in February , will not run on the G5 , the company said .
1	3070979	3070949	Environmental campaigners are using this weekend â s lunar eclipse to highlight the huge increase in light pollution across the UK .	Environmental campaigners used the eclipse to highlight the surge in light pollution across Britain .
1	3453064	3453247	Mr. Bankhead said the crime scenes indicated that the killer was <QUOTE> very methodical . <QUOTE>	GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical .
0	894009	893837	ISC and NASCAR officials declined to comment .	NASCAR officials could not be reached for comment Tuesday .
1	894151	893944	A tradition of Labor Day racing was established long ago in the Inland Empire .	There is a tradition of Labor Day racing in the Inland Valley .
0	2861344	2861246	In his female disguise , the real estate heir used the name Dorothy Ciner , a childhood friend .	In his female disguise , he used the name Dorothy Ciner , a childhood friend , and rented an apartment in Galveston .
0	1742145	1742270	Its shares fell 71 cents , or 3.5 percent , in after-hours trading to $ 19.55 .	The stock had risen 63 cents , or 3 percent , to close at $ 20.26 in regular-session Nasdaq trading .
0	1802897	1802788	Last week , his lawyers asked Warner to grant clemency under conditions that would have lead to a new sentencing hearing .	Last week , his lawyers asked Gov. Mark R. Warner to grant clemency , but the governor declined to intervene .
1	2758339	2758298	<QUOTE> We have an incredible amount of work to do , but it 's not in [ designing new ] instruction set architectures .	<QUOTE> We 've got an incredible amount of work to do , but it ain 't in the instruction set , <QUOTE> he said .
1	2861238	2861348	Defense attorneys said Durst accidentally shot Black in the face as they struggled for a gun after the elderly man illegally entered his apartment .	Durst 's attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment .
0	1868298	1868428	The technology-laced Nasdaq Composite Index rose 4.64 points , or 0.27 percent , to 1,735.34 , according to the latest available data .	The broader Standard & Poor 's 500 Index .SPX climbed 17.08 points , or 1.74 percent , to 998.68 .
1	2905139	2904947	Fanned by the hot , dry Santa Ana winds and minimal humidity , major fires were raging in at least 10 places , having already burned nearly 80 937 hectares .	Those hot , dry Santa Ana winds and minimal humidity created optimal conditions for raging fires in at least 10 places that have already burned nearly 200,000 acres .
1	2613357	2613445	The condition is associated with heart disease , chronic kidney disease , blindness , and amputations .	Those with diabetes run the risk of severe complications , including heart disease , chronic kidney disease , blindness and amputations .
0	1264509	1264471	Available July 7 , the software supports the Solaris , IBM AIX , Red Hat Linux and Windows operating systems .	The OpForce product currently works with Solaris , AIX , Red Hat Linux and Windows servers .
1	3271341	3271457	<QUOTE> The United States welcomes a greater NATO role in Iraq 's stabilization , <QUOTE> Powell said .	<QUOTE> The United States welcomes a greater NATO role in Iraq 's stabilization , <QUOTE> Mr. Powell told his colleagues in a speech today .
1	264284	264662	Since March 11 , when the market 's major indexes were at their lowest levels since hitting multi-year lows in October , the Nasdaq has barreled back 21.2 percent .	Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .
1	3313731	3313577	In September , a 27-year-old Singapore researcher contracted SARS while working in a laboratory .	In a case in August , a 27-year-old laboratory worker in Singapore developed SARS .
1	962010	962035	He characterized the hostile bid as <QUOTE> atrociously bad behavior from a company with a history of atrociously bad behavior . <QUOTE>	Conway called the move <QUOTE> atrociously bad behaviour from a company with a history of atrociously bad behaviour . <QUOTE>
1	425188	425211	In March 2002 , 63 percent of home broadband users connected via cable modem ; 34 percent used a DSL service .	In the earlier survey , 63 percent of home broadband users had cable modems , compared with 34 percent who connected with DSL technology .
1	103280	103431	Justice Minister Martin Cauchon and Prime Minister Jean ChrÃ©tien have both said the Liberal government will introduce legislation soon to decriminalize possession of small amounts of pot for personal use .	Justice Minister Martin Cauchon and Prime Minister Jean Chretien both have said the government will introduce legislation to decriminalize possession of small amounts of pot .
1	35944	36187	Eustachy acknowledged at a news conference Wednesday that he was an alcoholic and was seeking treatment .	Eustachy disclosed this week that he is an alcoholic and is seeking treatment .
1	1819445	1819733	Seven of the nine Democratic presidential candidates were also scheduled to address the forum .	Seven of nine Democratic candidates for president also said they would participate in the conference Monday .
0	205044	205100	Miodrag Zivkovic , of the Liberal Alliance of Montenegro , won 31 percent of the vote , while the independent Dragan Hajdukovic got 4 percent .	A pro-independence radical , Miodrag Zivkovic , of the Liberal Alliance , came in second with 31 percent of the vote .
0	110731	110648	But Chauncey Billups demonstrated he 's also capable of big games , scoring 77 points over the final two games against the Magic .	Billups scored 77 points in the final two games of the first-round series against the Magic .
1	1748966	1748905	Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued .	Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene .
0	202023	202003	The first trial of a suspect in last year 's Bali nightclub bombings that killed more than 200 people opened in Indonesia today , Sky News reported .	One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security .
0	2221631	2221643	The blue-chip Dow Jones industrial average .DJI was down 63.09 points , or 0.68 percent , at 9,270.70 .	In the first hour of trading , the Dow Jones industrial average was up 12.98 , or 0.1 percent , at 9,346.77 .
1	2302763	2302806	If convicted , Ciobanu could face up to 15 years in prison based on new laws in Romania designed to prosecute cybercrime , Softwin said .	Ciobanu could face up to 15 years in prison under a new law in Romania , according to BitDefender 's Web site .
0	2582380	2582198	Shaklee spokeswoman Jenifer Thompson said the company is continuing to work with authorities .	Shaklee spokeswoman Jenifer Thompson referred all calls to the FBI .
1	3104302	3104259	At the Pentagon , the Department of Defense 's Inspector General has separately been asked to investigate how the telecom licences were awarded .	But a source close to the Pentagon said the Defense Department 's own inspector-general had been asked to investigate how the licences were awarded .
1	1738301	1738620	Police believe someone strangled her and she may have been sexually assaulted .	Park appeared to have been strangled and may have been sexually assaulted , Homicide Capt. Charles Bloom said .
1	3253747	3253789	On Monday , it also announced the resignation of Chairman and Chief Executive Officer Phil Condit .	The move came just hours after the company 's Chief Executive Officer Phil Condit resigned .
0	2469445	2469648	<QUOTE> Accordingly , there needs to be more on the horizon than simply winning a war against terrorism .	<QUOTE> There must be more on the horizon than simply winning a war against terrorism , <QUOTE> namely , a <QUOTE> promise of a better and fairer world . <QUOTE>
1	1081760	1081734	The hot technologies -- networking , storage and wireless products -- will be front and center this week .	Storage , networking and wireless products will be prevalent at the show .
1	248301	248261	PG & E Corp. shares were up 39 cents or 2.6 percent at $ 15.59 on the New York Stock Exchange on Tuesday .	PG & E 's shares gained 24 cents to $ 15.44 during Tuesday 's trading on the New York Stock Exchange .
1	2274844	2274714	Kelly killed himself after being exposed as the source for a BBC report which claimed the government had embellished evidence of Iraq 's banned weapons to justify the war .	He killed himself after being exposed as the source for a BBC report which claimed the government exaggerated the case for war against Iraq .
0	2254357	2254321	At 5 p.m. EDT , the center of Hurricane Fabian was located near latitude 15.7 north , longitude 45.2 west or about 1,075 miles east of the Lesser Antilles .	At 5 p.m. EDT , Grace 's center was near latitude 25.6 north , longitude 93.7 west or about 280 miles east-southeast of Corpus Christi .
1	1548367	1547965	But when no justice announced a retirement when the court 's term ended in June , it was seen as making those efforts moot .	But when neither Justice O 'Connor nor any other justice announced a retirement when the court 's term ended in June , it was widely seen as making those campaigns moot .
1	682443	682404	Neither military action nor large-scale bribery can solve the North Korean problem , Wolfowitz said .	Indeed , Wolfowitz admitted Saturday that neither military action nor <QUOTE> large scale bribery <QUOTE> would solve the issue .
0	2690077	2690016	Californias rate was 6.4 percent , down from a revised 6.7 percent in August and also down from the 6.7 percent posted in September 2002 .	The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .
1	1090329	1090624	In a statement later , he said it appeared his side had fallen a bit short .	Zilkha conceded in a statement issued Tuesday that his group may have fallen <QUOTE> a bit short . <QUOTE>
0	1263331	1263691	The movie opens this weekend and the companion game has been on sale since late last month .	The movie opened over the weekend in the number one spot and the companion game has been on sale since late last month .
